um,uV/mW
0.0,0.222343290516
0.5291390728476821,0.272884846993
1.0582781456953643,0.313916336
1.5874172185430464,0.195628711363
2.1165562913907285,0.071553499019
2.6456953642384105,0.0483174697421
3.174834437086093,0.0425914416283
3.703973509933775,0.0293524979659
4.233112582781457,0.0220332787156
4.762251655629139,0.0155899370569
5.291390728476821,0.00724382683712
5.820529801324504,0.00733936443983
6.349668874172186,0.0177566664193
6.878807947019868,0.0128083572015
7.40794701986755,0.00759577457246
7.937086092715232,0.00565263157396
8.466225165562914,-0.00343344419725
8.995364238410597,0.0172754194835
9.524503311258279,0.00580333234209
10.053642384105961,-0.000802348697801
10.582781456953642,0.00189061900411
11.111920529801326,0.00459868804382
11.641059602649008,0.00174568944372
12.170198675496689,-0.00648716074259
12.699337748344371,-0.00653508584885
13.228476821192055,-0.00349101204341
13.757615894039736,-0.00237235880569
14.286754966887418,0.000849155718767
14.8158940397351,-0.00150927406879
15.345033112582783,-0.00224431004433
15.874172185430464,-0.00148431357904
16.403311258278148,-0.00331419654406
16.93245033112583,-0.00461175735212
17.461589403973512,-0.00391971690686
17.990728476821193,-0.00314839443822
18.519867549668874,-0.00495185006212
19.049006622516558,-0.0103154460691
19.57814569536424,-0.00564042778276
20.107284768211922,-0.00350243424448
20.636423841059607,-0.00090762523817
21.165562913907284,-0.00183520327047
21.694701986754968,-0.000871338745063
22.223841059602652,0.000772085980715
22.752980132450332,-0.00288128352198
23.282119205298017,0.000449715701403
23.811258278145697,-0.00353210789815
24.340397350993378,-0.00082781419289
24.869536423841062,0.00128375200427
25.398675496688742,-0.0020751414116
25.927814569536427,0.0019958233633
26.45695364238411,-0.00109502130687
26.986092715231788,0.00219067390315
27.515231788079472,-0.000469782640109
28.044370860927156,0.00019583046403
28.573509933774837,-0.00317438895518
29.102649006622517,-0.000787223343433
29.6317880794702,-0.000838923784145
30.160927152317882,-0.00302368818714
30.690066225165566,0.000277108360672
31.219205298013247,0.00303048141373
31.748344370860927,0.000302068850429
32.27748344370861,-0.00209033894712
32.806622516556295,-0.00148513119413
33.33576158940398,-0.00244668723646
33.86490066225166,-0.00234359896486
34.39403973509934,-0.00106260634594
34.923178807947025,-0.00357582484579
35.4523178807947,-0.00320091249404
35.981456953642386,-0.00462683467328
36.51059602649007,-0.00581868611684
37.03973509933775,-0.00511154433381
37.56887417218543,-0.00314344084562
38.098013245033115,-0.00421070625244
38.6271523178808,-0.00161212191169
39.15629139072848,-0.00139954894114
39.68543046357616,-0.00261405239138
40.214569536423845,-0.000559116210926
40.74370860927152,0.00159020333069
41.27284768211921,-0.000281208313244
41.80198675496689,0.00246838940537
42.33112582781457,-0.0007281646293
42.86026490066226,-0.000134282879648
43.389403973509935,-0.0139848307225
43.91854304635762,-0.000139525065454
44.447682119205304,-0.00170513461923
44.97682119205299,-0.00245527193254
45.505960264900665,-0.00596140339182
46.03509933774835,-0.00276631620852
46.56423841059603,-5.06964999212e-05
47.09337748344371,-0.00110286056896
47.622516556291394,-0.00262694144381
48.15165562913908,0.00524200978429
48.680794701986756,-0.00327021515109
49.20993377483444,-0.00290662880268
49.739072847682124,-0.00062139722098
50.26821192052981,0.000561436702319
50.797350993377485,-0.000332163319963
51.32649006622517,0.00238345638864
51.85562913907285,0.00154648638304
52.38476821192053,0.00646312607397
52.91390728476822,0.00944301919382
53.4430463576159,0.00523845086193
53.972185430463576,0.000599719068698
54.50132450331126,0.00666783576581
55.030463576158944,0.00479642412187
55.55960264900662,0.00808589466633
56.08874172185431,0.00474965325715
56.617880794701996,0.00156820056027
57.14701986754967,-0.00163590414329
57.67615894039735,0.0010872662342
58.205298013245034,-0.00211306313491
58.734437086092726,-0.000303523693485
59.2635761589404,-0.00211075465183
59.79271523178809,-0.00152064823663
60.321854304635764,-0.00121746723936
60.85099337748344,-0.00060848415193
61.38013245033113,-0.00572290808547
61.909271523178816,0.00573261086688
62.43841059602649,-0.000212386644865
62.96754966887418,0.00346971868204
63.496688741721854,-0.000444148897458
64.02582781456955,-0.000348611294759
64.55496688741722,-0.00243521700212
65.0841059602649,0.000401213408738
65.61324503311259,-0.0016174362786
66.14238410596026,0.00466587448196
66.67152317880796,0.00186950589862
67.20066225165564,0.00115712192977
67.72980132450331,0.00339327416366
68.258940397351,-0.00124923296406
68.78807947019868,0.00473960170971
69.31721854304637,0.00395171105193
69.84635761589405,0.00408500199909
70.37549668874172,0.00489785314664
70.9046357615894,-0.000450641522518
71.43377483443709,0.00209508813596
71.96291390728477,0.00652093434883
72.49205298013246,0.00289776752171
73.02119205298014,-0.00743794395138
73.55033112582781,-0.00211734347468
74.0794701986755,-0.00191987184187
74.60860927152319,-0.00550906065896
75.13774834437086,-0.00585901252095
75.66688741721855,-0.00661292516874
76.19602649006623,-0.00489776908843
76.7251655629139,-0.00241622011552
77.2543046357616,-0.00982227205812
77.78344370860928,-0.00464135895591
78.31258278145695,-0.004383481972
78.84172185430464,-0.00814633617369
79.37086092715232,-0.00924757959048
79.9,-0.012561168993
